Source,Harga lama,Harga baru,Judul,No. ISBN,Penerbit,Tanggal terbit,Jumlah Halaman,Berat,Jenis Cover,Dimensi(L x P),Kategori,Bonus,Text Bahasa
https://www.bukukita.com/Agama/Al-Quran/98046-AR-RAHMAN-AL-QURAN-Cover-Hijau.html,Rp 70.000,Rp 59.500,AR RAHMAN AL-QURAN Cover Hijau (2011),-,Fokus Media ,November - 2011,-,900 gr,Hard Cover,-,Al-Quran,-,Indonesia ··
https://www.bukukita.com/Agama/Al-Quran/98045-AR-RAHMAN-AL-QURAN.html,Rp 70.000,Rp 59.500,AR RAHMAN AL-QUR'AN (Pink),-,Fokus Media ,November - 2011,-,750 gr,Hard Cover,-,Al-Quran,-,Indonesia ··
https://www.bukukita.com/Hukum-dan-Undang-undang/Undang-undang/86142-Penempatan-dan-Perlindungan-Tenaga-Kerja-Indonesia.html,Rp 30.000,Rp 25.500,Penempatan dan Perlindungan Tenaga Kerja Indonesia (Edisi 2010) (2010),978,Fokus Media ,2010,252,200 gr,Soft Cover,11x21mm,Undang-undang,-,Indonesia ··
"https://www.bukukita.com/Inspirasi-dan-Spiritual/Inspirasional/108354-ZeroPreneurs-:-Kisah,-Strategi,-Keringat-&-Air-Mata-Darah,-Bahkan-Tanpa-Mata-&-Telinga,-serta-Sedekah.html",Rp 49.900,Rp 42.415,"ZeroPreneurs : Kisah, Strategi, Keringat & Air Mata Darah, Bahkan Tanpa Mata & Telinga, serta Sedekah",9786021972922,W & G Wealth & Grow ,Desember - 2012,208,200 gr,Soft Cover (Book Paper),-,Inspirasional,-,Indonesia ··
https://www.bukukita.com/Buku-Novel/Remaja/162587-Selestia-dan-Penjara-Teka-teki.html,Rp 59.000,Rp 50.150,Selestia dan Penjara Teka-teki,9786027652828,Buah Hati ,November - 2016,254,300 gr,Soft Cover,-,Remaja,-,Indonesia ··
https://www.bukukita.com/Agama/Islam/152982-Fikih-Wanita-Sepanjang-Masa.html,Rp 75.000,Rp 63.750,Fikih Wanita Sepanjang Masa,9786026122865,MUTIARA ALAMAH ,Oktober - 2017,-,450 gr,Soft Cover,-,Islam,Link QR CODE VIDEO TUTORIA HIJAB,Indonesia ··
https://www.bukukita.com/Agama/Islam/113565-Mutiara-Zikir-&-Doa.html,Rp 54.000,Rp 45.900,Mutiara Zikir & Doa,9789791096942,Pustaka Hidayah ,2013,-,500 gr,Soft Cover,-,Islam,-,Indonesia ··
https://www.bukukita.com/Ekonomi-dan-Manajemen/Ekonomi/116727-Sekilas-Mengenal-Ekspor-dan-Impor-BK.html,,Rp 15.000,Sekilas Mengenal Ekspor dan Impor BK,9786027607675,IKHLAS MEDIA ,Juli - 2013,135,275 gr,Soft Cover,-,Ekonomi,-,Indonesia ··
https://www.bukukita.com/Buku-Novel/Remaja/129516-SMTown-Salah-Gaul-3.html,Rp 49.500,Rp 42.075,SMTown Salah Gaul 3,9786021139523,Matahari ,Oktober - 2014,258,250 gr,Soft Cover,-,Remaja,-,Indonesia ··
https://www.bukukita.com/Orang-Tua-dan-Keluarga/Orang-Tua-dan-Anak/162662-Storypedid-Kasih-Ibu-Sepanjang-Masa.html,Rp 87.000,Rp 73.950,Storypedid Kasih Ibu Sepanjang Masa,9786028663946,Buah Hati ,2013,-,450 gr,Soft Cover,-,Orang Tua dan Anak,-,Indonesia ··
https://www.bukukita.com/Anak-Anak/Keterampilan/127452-Belajar-Sambil-Bermain.html,Rp 44.000,Rp 35.200,Belajar Sambil Bermain,9786027002920,Batavia Imaji ,Agustus - 2014,-,100 gr,Soft Cover,-,Keterampilan,-,Indonesia ··
https://www.bukukita.com/Buku-Novel/Remaja/163832-Just-You-and-Me.html,Rp 85.000,Rp 72.250,Just You and Me,9786239020927,Storial Publishing ,November - 2019,-,250 gr,Soft Cover,-,Remaja,-,Indonesia ··
https://www.bukukita.com/Biografi-dan-Memoar/Memoar/139011-Sweetness-of-Cindy-Gulla.html,Rp 60.000,Rp 42.000,Sweetness of Cindy Gulla ( Edisi Tanda Tangan ),9786022201731,Bukune ,Desember - 2015,152,120 gr,Soft Cover,-,Memoar,-,Indonesia ··
https://www.bukukita.com/Biografi-dan-Memoar/Memoar/129620-Catatan-Rahasia-Dokter-Pribadi-Hitler.html,Rp 80.000,Rp 68.000,Catatan Rahasia Dokter Pribadi Hitler,9786027542303,Oncor Semesta Publisher ,Februari - 2014,416,500 gr,Soft Cover,-,Memoar,-,Indonesia ··
https://www.bukukita.com/Non-Fiksi-Lainnya/Non-Fiksi-Umum/135018-The-Wisdom-of-Alexander-The-Great.html,Rp 46.000,Rp 39.100,The Wisdom of Alexander The Great,9786029682809,Oncor Semesta Publisher ,2012,-,150 gr,Soft Cover,-,Non-Fiksi Umum,-,Indonesia ··
https://www.bukukita.com/Buku-Novel/Romance/141582-PINKLUV.html,Rp 69.900,Rp 48.930,PINKLUV (Non TTD) (Disc 30%),9786026922076,Loveable ,Maret - 2016,-,145 gr,Soft Cover,-,Romance,-,Indonesia ··
https://www.bukukita.com/Agama/Islam/162663-Kumpulan-Khotbah-Jumat-Terbaik-Sepanjang-Tahun-Hijriah-Hard-Cover.html,Rp 199.000,Rp 169.150,Kumpulan Khotbah Jumat Terbaik Sepanjang Tahun Hijriah - Hard Cover,9786026563729,Senja Publishing ,2018,-,1200 gr,Hard Cover,-,Islam,-,Indonesia ··
https://www.bukukita.com/Agama/Al-Quran/144409-AL-AKHYAR-A6.html,Rp 48.000,Rp 38.400,AL-AKHYAR A6 (COVER PINK),-,Mulia Qur'an ,Juni - 2016,-,500 gr,-,76x110mm,Al-Quran,-,Indonesia ··
https://www.bukukita.com/Anak-Anak/Keterampilan/135873-Belajar-Mewarnai-Boboi-Boy-Edisi-ke-2.html,Rp 16.000,Rp 13.600,Belajar Mewarnai Boboi Boy Edisi ke-2,9786023080267,Kurniaesa ,Juni - 2015,-,50 gr,Soft Cover,-,Keterampilan,-,Indonesia ··
https://www.bukukita.com/Buku-Novel/Romance/150234-Di-Penghujung-Pelukan.html,Rp 70.000,Rp 35.000,Di Penghujung Pelukan (Disc 50%),9789797945367,TransMedia Pustaka ,Mei - 2017,280,250 gr,Soft Cover,13x19mm,Romance,-,Indonesia ··
https://www.bukukita.com/Agama/Al-Quran/98042-Al-Quran-AN-NUR.html,Rp 49.000,Rp 41.650,Al-Qur'an AN NUR,-,Fokus Media ,November - 2011,-,400 gr,-,-,Al-Quran,-,Indonesia ··
https://www.bukukita.com/Agama/Islam/140783-Risalah-Shalat-dan-Majmu-Syarir-Superlengkap.html,Rp 70.000,Rp 59.500,Risalah Shalat dan Majmu Syarir Superlengkap,9786022160229,Puspa Swara ,Februari - 2016,472,400 gr,Soft Cover,-,Islam,-,Indonesia ··
https://www.bukukita.com/Hobi-dan-Usaha/Tanaman-&-Taman/150040-Sukses-Budidaya-Jahe.html,Rp 49.500,Rp 42.075,Sukses Budidaya Jahe (Untung Bersih Hingga 95 Juta),9786026380883,Anak Hebat Indonesia ,April - 2017,-,250 gr,Soft Cover,-,Tanaman & Taman,-,Indonesia ··
https://www.bukukita.com/Biografi-dan-Memoar/Biografi/121522-Kisah-Seru-Bintang-Sepak-Bola-Muslim.html,Rp 64.500,Rp 54.825,Kisah Seru Bintang Sepak Bola Muslim,9786021258514,Adi Bintang ,Januari - 2014,-,420 gr,Soft Cover,-,Biografi,-,Indonesia ··
https://www.bukukita.com/Agama/Islam/146848-Hadis-Tarbawi.html,Rp 38.500,Rp 30.800,Hadis Tarbawi,9789796926107,Remaja Rosdakarya ,2015,152,300 gr,Soft Cover,-,Islam,-,Indonesia ··
https://www.bukukita.com/Buku-Novel/Islam/166448-Cinta-untuk-Perempuan-yang-Tidak-Sempurna.html,Rp 99.000,Rp 84.150,Cinta untuk Perempuan yang Tidak Sempurna (Reguler),9786028740760,Literati-books ,Juli - 2020,160,350 gr,Soft Cover,140x210mm,Islam,-,Indonesia ··
https://www.bukukita.com/Non-Fiksi-Lainnya/Non-Fiksi-Umum/127273-Model-Letters-For-Young-Girls.html,Rp 13.400,Rp 11.390,Model Letters For Young Girls,9794045748,Angkasa ,Agustus - 2014,47,40 gr,Soft Cover,-,Non-Fiksi Umum,-,Indonesia ··
"https://www.bukukita.com/Masakan-dan-Makanan/Resep-Masakan/113818-Aneka-Macaroon-Paling-Populer,-Favorit,-Istimewa.html",Rp 29.000,Rp 24.650,"Aneka Macaroon Paling Populer, Favorit, Istimewa ",9786027560871,Dunia Kreasi ,Mei - 2013,-,150 gr,Soft Cover,-,Resep Masakan,-,Indonesia ··
https://www.bukukita.com/Aksesoris-Kado-&-Parcel/Kertas-Kado/157443-Bungkus-Kertas-Kado-Motif-Baby.html,,Rp 3.000,Bungkus Kertas Kado Motif Baby,-,Bukukita.com ,2018,1,25 gr,-,-,Kertas Kado,-,Indonesia ··
https://www.bukukita.com/Agama/Islam/108894-Pengantar-Studi-Al-Quran-:-Teori-dan-Pendekatan.html,Rp 60.000,Rp 51.000,Pengantar Studi Al-Quran : Teori dan Pendekatan,9789792553802,Lkis ,November - 2012,224,500 gr,Soft Cover (HVS),-,Islam,-,Indonesia ··
https://www.bukukita.com/Psikologi-dan-Pengembangan-Diri/Pengembangan-Diri/168089-Terapi-Depresi.html,Rp 72.000,Rp 61.200,Terapi Depresi,9786237324461,Psikologi Corner ,Oktober - 2019,328,320 gr,soft cover,-,Pengembangan Diri,-,Indonesia ··
https://www.bukukita.com/Psikologi-dan-Pengembangan-Diri/Psikologi/161364-The-Happy-Therapy-Book.html,Rp 70.000,Rp 59.500,The Happy Therapy Book [Resep Sederhana Hidup Bahagia - Edisi TTD Penulis],9786028740654,Lentera Hati ,Maret - 2019,134,200 gr,Soft Cover,14x21mm,Psikologi,-,Indonesia ··
https://www.bukukita.com/Bahasa-dan-Kamus/Belajar-Bahasa/149477-Buku-Sakti-Belajar-Bahasa-Korea.html,Rp 38.500,Rp 32.725,Buku Sakti Belajar Bahasa Korea,9786026380302,Anak Hebat Indonesia ,Maret - 2017,196,200 gr,Soft Cover,140x200mm,Belajar Bahasa,-,
https://www.bukukita.com/Anak-Anak/Cerita-Anak/155899-Seri-Buku-Toleransi:-Prasangka-Moka.html,Rp 55.000,Rp 46.750,Seri Buku Toleransi: Prasangka Moka,9786027652958,Buah Hati ,April - 2018,32,150 gr,Soft Cover,-,Cerita Anak,-,Indonesia ··
https://www.bukukita.com/Anak-Anak/Pendidikan-Anak/168742-Merayakan-Asesmen-Merdeka-Belajar.html,Rp 110.000,Rp 93.500,Merayakan Asesmen Merdeka Belajar,9786028740968,Literati-books ,April - 2022,300,350 gr,Soft Cover,-,Pendidikan Anak,-,Indonesia ··
https://www.bukukita.com/Anak-Anak/Cerita-Anak/167692-Kareem-dan-Khaleel-Mencari-Allah.html,Rp 150.000,Rp 127.500,Kareem dan Khaleel Mencari Allah,9786236944011,Buah Hati ,April - 2021,34,150 gr,Hard Cover,260x250mm,Cerita Anak,-,Indonesia ··
https://www.bukukita.com/Inspirasi-dan-Spiritual/Inspirasional/81962-Kunci-Pribadi-Mantap.html,Rp 40.000,Rp 34.000,Kunci Pribadi Mantap,9786028597326,Leutika ,Juli - 2010,252,300 gr,Soft Cover,-,Inspirasional,-,Indonesia ··
https://www.bukukita.com/Inspirasi-dan-Spiritual/Pendidikan-&-Pengajar/112621-Sekolah-dalam-Himpitan-Google-dan-Bimble.html,Rp 65.000,Rp 55.250,Sekolah dalam Himpitan Google dan Bimble,9789791677684,Lkis ,2013,352,350 gr,Soft Cover (HVS),-,Pendidikan & Pengajar,-,Indonesia ··
https://www.bukukita.com/Non-Fiksi-Lainnya/Kisah-Nyata/148399-Rajutan-Oma-Ira.html,Rp 45.000,Rp 36.000,Rajutan Oma Ira [True Story],9789792959932,Anthony ,Desember - 2016,120,125 gr,Soft Cover,-,Kisah Nyata,-,Indonesia ··
https://www.bukukita.com/Komputer-dan-Internet/Internet/78352-Awas!-Hati-Hati-dengan-Emailmu-:-Etika-Beremail-dan-Panduan-Mengelola-yang-Efektif.html,Rp 28.000,Rp 23.800,Awas! Hati-Hati dengan Emailmu : Etika Beremail dan Panduan Mengelola yang Efektif,978,Kataelha ,Maret - 2010,-,300 gr,Soft Cover,-,Internet,-,Indonesia ··
https://www.bukukita.com/Agama/Islam/105040-Dahsyatnya-Salat-Sunah-BK.html,Rp 38.000,Rp 32.300,Dahsyatnya Salat Sunah BK,9786021804742,IKHLAS MEDIA ,Juli - 2012,-,200 gr,Soft Cover,-,Islam,-,Indonesia ··
https://www.bukukita.com/Agama/Islam/167690-Hidup-Bersama-Al-Quran-1.html,Rp 130.000,Rp 110.500,Hidup Bersama Al-Quran 1,9786237713647,Lentera Hati ,April - 2021,332,350 gr,Soft Cover,140x210mm,Islam,-,Indonesia ··
https://www.bukukita.com/Agama/Islam/167304-Dia-Di-Mana-Mana-:-Tangan-Tuhan-Di-Balik-Setiap-Fenomena.html,Rp 125.000,Rp 106.250,Dia Di Mana-Mana : Tangan Tuhan Di Balik Setiap Fenomena (Cover Baru),9786237713029,Lentera Hati ,Februari - 2021,472,450 gr,Soft Cover,140x210mm,Islam,-,Indonesia ··
https://www.bukukita.com/Psikologi-dan-Pengembangan-Diri/Psikologi/169804-The-Secret-Life-of-Money.html,Rp 95.000,Rp 80.750,The Secret Life of Money ( alvabet ) ,9786238036066,Gemilang ,Juni - 2023,-,340 gr,Soft Cover,15x23mm,Psikologi,-,Indonesia ··
https://www.bukukita.com/Sejarah-dan-Budaya/Sejarah-Dunia/169801-Origins-:-Bagaimana-Sejarah-Bumi-Membentuk-Sejarah-Umat-Manusia.html,Rp 115.000,Rp 97.750,Origins : Bagaimana Sejarah Bumi Membentuk Sejarah Umat Manusia,9786232201491,Alvabet ,Juni - 2023,365,420 gr,Soft Cover,15x23mm,Sejarah Dunia,-,Indonesia ··
https://www.bukukita.com/Psikologi-dan-Pengembangan-Diri/Pengembangan-Diri/169848-Life-Crisis-How-To-Deal-With-Meaningles:-Your-Ultimate.html,Rp 125.000,Rp 106.250,Life Crisis How To Deal With Meaningles: Your Ultimate ( Edisi Revisi dan diperbarui ) ,97862354951323,Literati-books ,Juli - 2023,250,230 gr,Soft Cover,13x19mm,Pengembangan Diri,-,Indonesia ··
https://www.bukukita.com/Sejarah-dan-Budaya/Sejarah-Dunia/169862-Kota-Iram-yang-Megah.html,Rp 130.000,Rp 110.500,Kota Iram yang Megah,9786232201569,Alvabet ,Agustus - 2023,-,480 gr,Soft Cover,15x23mm,Sejarah Dunia,-,Indonesia ··
https://www.bukukita.com/Psikologi-dan-Pengembangan-Diri/Pengembangan-Diri/169860-Bertanya-:-Seni-Menjalin-Hubungan-Yang-Akrab-Dengan-Siapa-Pun.html,Rp 85.000,Rp 72.250,Bertanya : Seni Menjalin Hubungan Yang Akrab Dengan Siapa Pun,9786238036073,Gemilang ,Agustus - 2023,287,275 gr,Soft Cover,13x20mm,Pengembangan Diri,-,Indonesia ··
https://www.bukukita.com/Psikologi-dan-Pengembangan-Diri/Psikologi/169861-Lepas-dari-kecemasan.html,Rp 69.000,Rp 58.650,Lepas dari kecemasan,9786238036080,Gemilang ,Agustus - 2023,-,210 gr,Soft Cover,13x20mm,Psikologi,-,Indonesia ··
https://www.bukukita.com/Agama/Islam/161961-Kaidah-Tafsir.html,Rp 125.000,Rp 106.250,Kaidah Tafsir,9786027720077,Lentera Hati ,Mei - 2019,-,500 gr,Soft Cover,-,Islam,-,Indonesia ··
https://www.bukukita.com/Biografi-dan-Memoar/Biografi/169920-Rihlah-Ibnu-Khaldun.html,Rp 110.000,Rp 93.500,Rihlah Ibnu Khaldun,9786232201583,Alvabet ,September - 2023,333,390 gr,Soft Cover,15x23mm,Biografi,-,Indonesia ··
https://www.bukukita.com/Biografi-dan-Memoar/Biografi/169921-Abu-Dzar-al-Ghifari.html,Rp 66.000,Rp 56.100,Abu Dzar al-Ghifari,9786232201606,Alvabet ,September - 2023,224,210 gr,Soft Cover,13x20mm,Biografi,-,Indonesia ··
https://www.bukukita.com/Non-Fiksi-Lainnya/Non-Fiksi-Umum/82902-Merupa-Buku.html,Rp 59.000,Rp 50.150,Merupa Buku,9789791283717,Lkis ,2008,-,300 gr,-,-,Non-Fiksi Umum,-,Indonesia ··
"https://www.bukukita.com/Psikologi-dan-Pengembangan-Diri/Pengembangan-Diri/159621-Strategi-Kepemimpinan,-Bisnis,-Pemasaran-dan-Kehidupan-Sehari-hari-Ala-Sun-Tzu.html",Rp 47.500,Rp 40.375,"Strategi Kepemimpinan, Bisnis, Pemasaran dan Kehidupan Sehari-hari Ala Sun Tzu",9786025638930,Anak Hebat Indonesia ,Oktober - 2018,-,300 gr,Soft Cover,-,Pengembangan Diri,-,Indonesia ··
https://www.bukukita.com/Non-Fiksi-Lainnya/Kisah-Nyata/121931-Ibu-Sayang-Kamu.html,Rp 57.000,Rp 48.450,Ibu Sayang Kamu,9786021258576,Adi Bintang ,Januari - 2014,-,250 gr,Soft Cover,-,Kisah Nyata,-,Indonesia ··
https://www.bukukita.com/Agama/Islam/79790-Dahsyatnya-Doa-Orang-Teraniaya.html,Rp 55.000,Rp 46.750,Dahsyatnya Doa Orang Teraniaya (2010),978,Al Mawardi ,Mei - 2010,-,300 gr,Hard Cover,-,Islam,-,Indonesia ··
https://www.bukukita.com/Humor/Umum/153467-MY-STUPID-BOSS-A-GRAPHIC-NOVEL.html,Rp 60.000,Rp 42.000,MY STUPID BOSS A GRAPHIC NOVEL (Bonus: Kabel Data Micro USB Smile LED) (Promo Best Book) (Disc 50%),9786022081609,Gradien Mediatama ,November - 2017,204,250 gr,Soft Cover,14x20mm,Umum,-,Indonesia ··
https://www.bukukita.com/Agama/Al-Quran/98043-AN-NUR-AL-QURAN.html,Rp 49.000,Rp 41.650,AN NUR AL-QURAN,-,Fokus Media ,November - 2011,-,350 gr,-,-,Al-Quran,-,Indonesia ··
https://www.bukukita.com/Biografi-dan-Memoar/Biografi/135016-Michael-Jackson-;-Life-of-The-Legend.html,Rp 33.000,Rp 28.050,Michael Jackson ; Life of The Legend,9786027542327,Oncor Semesta Publisher ,2012,142,150 gr,Soft Cover,-,Biografi,-,Indonesia ··
https://www.bukukita.com/Aksesoris-Kado-&-Parcel/Kertas-Kado/157447-Bungkus-Kertas-Kado-Motif-Batik-Coklat-Muda.html,,Rp 3.000,Bungkus Kertas Kado Motif Batik Coklat Muda,-,Bukukita.com ,2018,1,25 gr,-,-,Kertas Kado,-,Indonesia ··
https://www.bukukita.com/Agama/Islam/122391-Mushaf-Al-ikhkas-BK.html,Rp 75.000,Rp 63.750,Mushaf Al-ikhkas BK,-,IKHLAS MEDIA ,Februari - 2014,-,900 gr,Hard Cover,-,Islam,-,Indonesia ··
https://www.bukukita.com/Humor/Umum/138318-FAK!-Frequently-Asked-Kuestions.html,Rp 60.000,Rp 42.000,FAK! - Frequently Asked Kuestions (Disc 50%),9786022201687,Bukune ,Oktober - 2015,144,125 gr,Soft Cover,-,Umum,Bonus Paper Doll,Indonesia ··
https://www.bukukita.com/Ekonomi-dan-Manajemen/Bisnis-Investasi/160016-Success-Guaranteed:-Garansi-Sukses-Di-Bisnis-MLM.html,Rp 75.000,Rp 63.750,Success Guaranteed: Garansi Sukses Di Bisnis MLM,9786020956763,MIC ,November - 2018,-,260 gr,Soft Cover,-,Bisnis-Investasi,-,Indonesia ··
https://www.bukukita.com/Agama/Islam/167332-Ishmatul-Anbiya:-Misi-Tanpa-Salah-Para-Pembawa-Risalah.html,Rp 53.000,Rp 45.050,Ishmatul Anbiya: Misi Tanpa Salah Para Pembawa Risalah,9786237163404,Alifia Books ,Februari - 2021,225,200 gr,Soft Cover,-,Islam,-,Indonesia ··
https://www.bukukita.com/Inspirasi-dan-Spiritual/Kepemimpinan/80106-Success-101-:-Hal-Hal-yang-Harus-Diketahui-Oleh-Para-Pemimpin.html,Rp 95.000,Rp 80.750,Success 101 : Hal-Hal yang Harus Diketahui Oleh Para Pemimpin,9786028482912,MIC ,Mei - 2010,-,250 gr,Hard Cover,-,Kepemimpinan,-,Indonesia ··
https://www.bukukita.com/Agama/Islam/155871-Kompilasi-Hadis-Dakwah.html,Rp 65.000,Rp 55.250,Kompilasi Hadis Dakwah,9786027973633,Simbiosa Rekatama Media ,Maret - 2018,-,250 gr,Soft Cover,-,Islam,-,Indonesia ··
https://www.bukukita.com/Non-Fiksi-Lainnya/Non-Fiksi-Umum/77371-Making-The-Coat;-Memoar-Seorang-Dokter-Bedah.html,Rp 77.000,Rp 65.450,Making The Coat; Memoar Seorang Dokter Bedah,978,Lentera Hati ,Februari - 2010,-,500 gr,Soft Cover,-,Non-Fiksi Umum,-,Indonesia ··
https://www.bukukita.com/Agama/Islam/167462-Tafakur-Umat-Qurani.html,Rp 60.000,Rp 51.000,Tafakur Umat Qurani,9786237713616,Lentera Hati ,April - 2021,-,300 gr,Soft Cover,-,Islam,-,Indonesia ··
https://www.bukukita.com/Psikologi-dan-Pengembangan-Diri/Pengembangan-Diri/168940-Live-the-Moment.html,Rp 115.000,Rp 97.750,Live the Moment ,9786237162940,Gemilang ,Juli - 2022,480,500 gr,Soft Cover,-,Pengembangan Diri,-,Indonesia ··
https://www.bukukita.com/Ekonomi-dan-Manajemen/Bisnis-Investasi/169389-Strategi-Bisnis-Berbasis-Cinta:-Menjadikan-Cinta-Dan-Kasih.html,Rp 99.000,Rp 84.150,Strategi Bisnis Berbasis Cinta: Menjadikan Cinta Dan Kasih,9786237162971,Gemilang ,September - 2022,401,350 gr,Soft Cover,13x20mm,Bisnis-Investasi,-,Indonesia ··
https://www.bukukita.com/Perhotelan-dan-Pariwisata/Pariwisata/126710-MPASI-Travelling-Cihuy!.html,Rp 45.000,Rp 38.250,MPASI Travelling Cihuy! (Edisi Baru),9786021755990,Asha Book ,Juni - 2014,-,100 gr,Soft Cover,-,Pariwisata,-,Indonesia ··
https://www.bukukita.com/Sastra-dan-Filsafat/Jurnal-Sastra/122585-MetodePenelitian.html,Rp 60.000,Rp 51.000,MetodePenelitian ( wedatama ) ,9789791853286,Wedatama Widya Sastra ,Februari - 2014,-,360 gr,Soft Cover,-,Jurnal Sastra,-,Indonesia ··
https://www.bukukita.com/Agama/Islam/169774-Hikmah-dan-Petuah-tentang-Kesalehan.html,Rp 89.000,Rp 75.650,Hikmah dan Petuah tentang Kesalehan,9786237163763,Alifia Books ,April - 2023,370,345 gr,Soft Cover,13x20mm,Islam,-,Indonesia ··
https://www.bukukita.com/Sejarah-dan-Budaya/Sejarah-Dunia/169767-Misteri-Piramida-Dan-Sphinx.html,Rp 130.000,Rp 110.500,Misteri Piramida Dan Sphinx,9786232201453,Alvabet ,April - 2023,451,520 gr,Soft Cover,15x23mm,Sejarah Dunia,-,Indonesia ··
https://www.bukukita.com/Sejarah-dan-Budaya/Sejarah-Dunia/169771-Ratu-Bilqis:-Riwayat-Sang-Ratu-Agung-Kerajaan-Saba-Dalam-Al-Quran.html,Rp 65.000,Rp 55.250,Ratu Bilqis: Riwayat Sang Ratu Agung Kerajaan Saba' Dalam Al-Quran,9786232201477,Alvabet ,April - 2023,215,210 gr,Soft Cover,13x20mm,Sejarah Dunia,-,Indonesia ··
https://www.bukukita.com/Buku-Novel/Remaja/82016-Trilogi-Bono-&-Bawon-:-Selamat-Tinggal-Ca....html,Rp 35.000,Rp 29.750,Trilogi Bono & Bawon : Selamat Tinggal Ca...,9786028597265,Leutika ,Juli - 2010,-,250 gr,Soft Cover,-,Remaja,-,Indonesia ··
https://www.bukukita.com/Aksesoris-Kado-&-Parcel/Kertas-Kado/157444-Bungkus-Kertas-Kado-Motif-Angry-Birds-1.html,,Rp 3.000,Bungkus Kertas Kado Motif Angry Birds 1,-,Bukukita.com ,2018,-,25 gr,-,-,Kertas Kado,-,Indonesia ··
https://www.bukukita.com/Hobi-dan-Usaha/Olah-Raga/124902-Buku-Panduan-Piala-Dunia-Brazil-2014.html,Rp 69.500,Rp 59.075,Buku Panduan Piala Dunia Brazil 2014,9786021258828,Change ,Mei - 2014,-,400 gr,Soft Cover,-,Olah Raga,-,Indonesia ··
https://www.bukukita.com/Agama/Al-Quran/144423-Al-Akram-A5.html,Rp 58.500,Rp 46.800,Al-Akram A5 (Cover Hitam),-,Mulia Qur'an ,Juni - 2016,-,800 gr,Hard Cover,-,Al-Quran,-,Indonesia ··
https://www.bukukita.com/Aksesoris-Kado-&-Parcel/Kertas-Kado/157446-Bungkus-Kertas-Kado-Motif-Snow-White-&-Cinderella.html,,Rp 3.000,Bungkus Kertas Kado Motif Snow White & Cinderella,-,Bukukita.com ,2018,1,25 gr,-,-,Kertas Kado,-,Indonesia ··
https://www.bukukita.com/Biografi-dan-Memoar/Memoar/117987-NOAH-6.903-Mil-Versi-REGULER.html,Rp 180.000,Rp 162.000,NOAH 6.903 Mil Versi REGULER,9789799106025,Kpg ,September - 2013,242,1500 gr,Soft Cover,-,Memoar,-,Indonesia ··
https://www.bukukita.com/Inspirasi-dan-Spiritual/Inspirasional/169390-Connect-The-Dots.html,Rp 180.000,Rp 150.000,Connect The Dots ,-,Yahya&Yahya ,September - 2022,204,300 gr,Soft Cover,-,Inspirasional,-,Indonesia ··
https://www.bukukita.com/Orang-Tua-dan-Keluarga/Orang-Tua-dan-Anak/158233-Catatan-Ayahasi-Ditambah-tambahin.html,Rp 75.000,Rp 63.750,Catatan Ayahasi Ditambah-tambahin (reguler),9786027652972,Buah Hati ,Agustus - 2018,192,200 gr,Soft Cover,13x19mm,Orang Tua dan Anak,-,Indonesia ··
https://www.bukukita.com/Non-Fiksi-Lainnya/Kisah-Nyata/157702-Cahaya-Di-Penjuru-HATI-Based-On-True-Story.html,Rp 132.500,Rp 112.625,Cahaya Di Penjuru HATI - Based On True Story,9789792966022,Andi Publisher ,Juli - 2018,-,600 gr,Soft Cover,-,Kisah Nyata,-,Indonesia ··
https://www.bukukita.com/Remaja/Pengembangan-Diri/167977-Breaking-The-Wall.html,,Rp 350.000,Breaking The Wall,9786239015459,PT Rumah Tulis ,Agustus - 2021,304,400 gr,Hard Cover,-,Pengembangan Diri,-,Indonesia ··
https://www.bukukita.com/Buku-Teks/Matematika/88500-Buku-Saku-Kumpulan-Rumus-Matematika-SMA-IPA.html,Rp 11.000,Rp 9.350,Buku Saku Kumpulan Rumus Matematika SMA IPA (Sesuai Daftar Isi KTSP 2006),-,Pustaka Ceria ,2008,-,100 gr,Soft Cover,-,Matematika,-,Indonesia ··
https://www.bukukita.com/Hobi-dan-Usaha/Menulis/148186-Panduan-Menulis-Siswa-Tingkat-Dasar.html,Rp 50.000,Rp 40.000,Panduan Menulis Siswa Tingkat Dasar,-,Eureka Academia ,2015,114,250 gr,Soft Cover,-,Menulis,-,Indonesia ··
https://www.bukukita.com/katalogbukuatribut.php?atrId=4&page=1,,,,,,,,,,,,,
https://www.bukukita.com/Komik/Komedi/140421-Komik-Dari-Twit-nya-Raditya-Dika.html,Rp 59.500,Rp 29.750,Komik Dari Twit-nya Raditya Dika (Disc 50%),9789797808549,GagasMedia ,Februari - 2016,140,250 gr,Soft Cover,13x19mm,Komedi,Edisi Tanda Tangan,Indonesia ··
https://www.bukukita.com/Produk-lainnya/Membership/167330-Keanggotaan-Investasi-Dropship-Bukukita.html,Rp 750.000,Rp 299.000,,,,Februari - 2021,-,1 gr,-,-,Membership,-,Indonesia ··
